id_trasporte,trasporte,direccion,id_condado,condado,codigo_postal_condado,latitud_condado,longitud_condado,id_ciudad,ciudad,codigo_postal_ciudad,latitud_ciudad,longitud_ciudad,estado,atributos,categorias,puntuacion_usuarios,numero_de_reviews,analisis_sentimientos,anio
VOYVB,Dayton Andrews Chrysler Jeep Dodge - Clearwater,2388 Gulf To Bay Blvd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,{'BusinessAcceptsCreditCards': 'True'},"Car Rental, Auto Repair, Hotels & Travel, Car Dealers, Automotive, Auto Parts & Supplies, Body Shops",2.5,61,positivo,2014
4Y862,Dayton Andrews Dodge Chrysler Jeep Ram,2301 34th St N,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,{'BusinessAcceptsCreditCards': 'True'},"Car Rental, Automotive, Body Shops, Hotels & Travel, Car Dealers",2,83,positivo,2014
U7XWW,Delta Sky Club,"4100 George J Bean Pkwy, Concourse E, Gate 68",W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'CoatCheck': 'False', 'NoiseLevel': ""u'quiet'"", 'WiFi': ""'free'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'GoodForDancing': 'False', 'HappyHour': 'False', 'BikeParking': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'Smoking': ""u'no'"", 'HasTV': 'True', 'Alcohol': ""'full_bar'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': None}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': True, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': None, 'classy': True, 'casual': True}""}","Airport Lounges, Bars, Nightlife, Hotels & Travel, Travel Services",4,38,positivo,2014
S446F,Dollar Rent A Car,5405 Airport Service Rd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Truck Rental, Parking, Car Rental, Hotels & Travel, Automotive",1.5,219,negativo,2014
A5B43,E-Z Rent A Car,5012 W Laurel St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Automotive, Car Rental, Hotels & Travel",2,105,negativo,2014
7ZR3F,Econo Auto Rentals,"9017 E Adamo Dr, Ste 115",W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Car Rental, Hotels & Travel",3.5,6,positivo,2014
R7E85,Enterprise Rent-A-Car,4700 34th St N,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,Null,"Hotels & Travel, Car Rental",3.5,36,positivo,2014
VUJUZ,Fitzgerald's Countryside Hyundai,27419 US Hwy 19 N,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,{'BusinessAcceptsCreditCards': 'True'},"Car Rental, Automotive, Auto Repair, Car Dealers, Hotels & Travel, Auto Parts & Supplies, Auto Loan Providers, Used Car Dealers",3,63,positivo,2014
RF46Q,Fitzgerald's Countryside Subaru,27365 US Hwy 19 N,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,{'BusinessAcceptsCreditCards': 'True'},"Automotive, Car Rental, Auto Parts & Supplies, Auto Repair, Hotels & Travel, Car Dealers, Used Car Dealers",4,26,positivo,2014
4TSSY,Fox Rent A Car,"5405 Airport Service Rd, Ste C-403",W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'WiFi': ""u'no'""}","Car Rental, Hotels & Travel",1.5,340,negativo,2014
Y15QA,Hertz Rent A Car,7201 West Linebaugh Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Hotels & Travel, Car Rental",1,5,negativo,2014
N0IAJ,Infiniti of Clearwater,19740 US Hwy 19 N,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,{'BusinessAcceptsCreditCards': 'True'},"Automotive, Hotels & Travel, Car Rental, Car Dealers",3.5,18,positivo,2014
L0P1Q,Lyft,Null,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,{'BusinessAcceptsCreditCards': 'True'},"Taxis, Automotive, Hotels & Travel, Transportation, Car Share Services",2,41,positivo,2014
15TD1,National Car Rental,5405 Airport Service Rd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Hotels & Travel, Car Rental",4,237,positivo,2014
VUOGC,Payless Parking and Car Rental,1965 N Westshore Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,{'BusinessAcceptsCreditCards': 'True'},"Hotels & Travel, Parking, Local Services, Automotive, Car Rental",1.5,388,positivo,2014
ZJMJG,Peter O Knight Airport,825 Severn Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'WiFi': ""u'free'""}","Airports, Hotels & Travel",5,5,positivo,2014
0IBG1,Premier Parking USA Tampa Airport,5015 W Hillsborough Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Automotive, Transportation, Parking, Airport Shuttles, Hotels & Travel",1.5,93,negativo,2014
VUSMF,Psta Grand Central Station,3180 Central Ave,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,Null,"Transportation, Bus Stations, Hotels & Travel, Public Services & Government",2.5,8,positivo,2014
ZDBPB,Ramada Clearwater Airport,3580 Ulmerton Rd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1'}","Party & Event Planning, Airports, Event Planning & Services, Hotels, Hotels & Travel",2.5,10,positivo,2014
YP7VY,Shula's Steak House,4860 W Kennedy Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'NoiseLevel': ""u'average'"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'RestaurantsPriceRange2': '3', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'Alcohol': ""u'full_bar'"", 'HasTV': 'True', 'BikeParking': 'True', 'WiFi': ""u'paid'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}"", 'BusinessParking': ""{'garage': True, 'street': False, 'validated': True, 'lot': False, 'valet': True}"", 'Caters': 'True', 'RestaurantsAttire': ""'dressy'"", 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': None}"", 'HappyHour': 'True', 'RestaurantsTakeOut': 'False', 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True'}","Hotels & Travel, Airports, American (Traditional), Restaurants, Steakhouses, Seafood",3,155,positivo,2014
HY4D6,Sixt Rent A Car,5105 W Cypress St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Hotels & Travel, Vacation Rentals, Car Rental",2.5,172,negativo,2014
OULJG,St Pete-Clearwater International Airport - PIE,14700 Terminal Blvd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,"{'WiFi': ""u'free'"", 'ByAppointmentOnly': 'False'}","Hotels & Travel, Airports",3.5,150,positivo,2014
OXMD5,Subaru South Tampa,6402 W Hillsborough Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'WiFi': ""u'free'"", 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Auto Repair, Oil Change Stations, Car Dealers, Automotive, Car Rental, Body Shops, Auto Parts & Supplies",3.5,52,positivo,2014
POPCG,SuperShuttle,Null,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33701,27.7671271,-82.6384451,Florida,Null,"Professional Services, Limos, Hotels & Travel, Transportation, Airport Shuttles",3.5,197,negativo,2014
FMV2Z,TSA Checkpoint C - Tampa International Airport,4100 George J Bean Pkwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Airports, Hotels & Travel, Airport Terminals, Public Services & Government",2.5,26,negativo,2014
POMWA,TSA Checkpoint F - Tampa International Airport,4100 George J Bean Pkwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Public Services & Government, Hotels & Travel, Airports, Airport Terminals",2,14,negativo,2014
KZCY2,Tampa International Airport,4100 George J Bean Pkwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Hotels & Travel, Shopping, Airports, Parking, Shopping Centers, Automotive",4,1849,positivo,2014
L6UFU,Tampa Union Station,601 N Nebraska Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Transportation, Train Stations, Hotels & Travel",3,19,positivo,2014
LCXU3,Thrifty Car Rental,4100 George J Bean Pkwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Car Rental, Hotels & Travel",1.5,173,positivo,2014
ZXKPP,Uber,Null,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Hotels & Travel, Transportation, Taxis",2.5,73,positivo,2014
7DVHX,United Airlines,4100 George J Bean Pkwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'WiFi': ""'free'""}","Airlines, Transportation, Airports, Hotels & Travel",2,60,negativo,2014
8PHY5,United Cab Company,1701 W Cass St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Transportation, Airport Shuttles, Taxis, Hotels & Travel",1.5,67,negativo,2014
SEGKZ,Yellow Cab Company,4413 N Hesperides St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Taxis, Transportation, Airport Shuttles, Hotels & Travel",1.5,69,positivo,2014
0E716,727 Taxi,1326 S Madison Ave,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,Null,"Hotels & Travel, Taxis, Transportation",2,10,positivo,2015
8RNDX,ACE Rent a Car,5405 Airport Service Rd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'WiFi': ""u'no'""}","Hotels & Travel, Car Rental, Airports",2,188,positivo,2015
I332G,Admiral's Club,Null,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'Smoking': ""u'no'"", 'HappyHour': 'False', 'HasTV': 'True', 'CoatCheck': 'False', 'BikeParking': 'False', 'OutdoorSeating': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForDancing': 'False', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""'full_bar'"", 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': True, 'classy': None, 'casual': None}""}","Food, Beer, Wine & Spirits, Airports, Hotels & Travel, Airport Lounges, Nightlife, Bars",3.5,26,positivo,2015
RB68Y,Advantage Rent A Car,5012 w laurel st,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Car Rental, Hotels & Travel",2,132,negativo,2015
C03AP,Alamo Rent A Car,14700 Terminal Blvd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,Null,"Car Rental, Hotels & Travel",3.5,36,negativo,2015
SGQUH,Albert Whitted Municipal Airport,107 8th Ave SE,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,"{'WiFi': ""'free'""}","Hotels & Travel, Airports",4.5,10,positivo,2015
E12PM,American Airlines,4100 George J Bean Pkwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'WiFi': ""'free'""}","Airports, Hotels & Travel, Transportation, Airlines",2,58,negativo,2015
4Z73F,American Limo & Transportation,"3432 Sr 580, Unit 436",ID88,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,B8F4,Safety Harbor,34695,27.9908529,-82.6931553,Florida,Null,"Party Bus Rentals, Transportation, Event Planning & Services, Hotels & Travel, Limos, Taxis, Airport Shuttles, Health & Medical, Medical Transportation",4.5,15,positivo,2015
CGU7R,Atlas Aviation,825 Severn Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'WiFi': ""'free'""}","Education, Flight Instruction, Airports, Hotels & Travel, Tours, Specialty Schools",4.5,7,positivo,2015
S8GMA,Avis,10902 N Florida Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Hotels & Travel, Car Rental",1.5,6,positivo,2015
3TZM2,Avis Rent A Car,5300 Gulf Blvd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,Null,"Hotels & Travel, Car Rental",2,7,positivo,2015
KANTE,Avis Rent-A-Car - Tampa Intl Airport,4030 George J Bean Pkwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'WiFi': ""u'no'""}","Car Rental, Hotels & Travel",2,130,positivo,2015
PXDAW,Bats Taxis,5201 Gulf Blvd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St Pete Beach,33706,27.7428134,-82.7504542,Florida,Null,"Transportation, Hotels & Travel, Limos, Town Car Service, Taxis, Airport Shuttles",3.5,28,positivo,2015
Q13NE,Bayshore Limo,3923 W Barcelona St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Tours, Limos, Transportation, Hotels & Travel, Airport Shuttles",5,7,positivo,2015
T18UB,Bayside Limos of Florida,Null,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True', 'WiFi': ""u'no'""}","Limos, Party & Event Planning, Event Planning & Services, Travel Services, Transportation, Hotels & Travel, Party Bus Rentals, Airport Shuttles",4.5,15,positivo,2015
YHKWR,Big Time Limo,8437 81st Way N,FZkQ,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,8ZKX,Seminole,33772,27.8397466,-82.7912134,Florida,"{'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'free'""}","Party Bus Rentals, Limos, Transportation, Taxis, Event Planning & Services, Hotels & Travel, Airport Shuttles, Buses",5,12,positivo,2015
NEJD5,Blue One Transportation,6005 Jarvis St,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,Null,"Buses, Airport Shuttles, Transportation, Hotels & Travel, Limos",2.5,28,negativo,2015
Y5DGM,Brandon Nissan,9920 E Adamo Dr,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,{'BusinessAcceptsCreditCards': 'True'},"Auto Parts & Supplies, Auto Repair, Hotels & Travel, Used Car Dealers, Car Rental, Automotive, Car Dealers",3,148,positivo,2015
SSI9V,Budget Car Rental,5300 Gulf Blvd,2BPR,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,emDA,St. Pete Beach,33706,27.7428134,-82.7504542,Florida,Null,"Hotels & Travel, Car Rental",2.5,9,positivo,2015
UZ56O,Budget Rent A Car,6805 Ulmerton Rd,e3jL,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,LIFE,Largo,"33770, 33771",27.9094665,-82.7873244,Florida,Null,"Hotels & Travel, Car Rental",2,13,positivo,2015
P0VAO,Carl's Van Rentals,1110 N Westshore Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,{'BusinessAcceptsCreditCards': 'True'},"Truck Rental, Hotels & Travel, Car Rental, Transportation, Airport Shuttles, Automotive",3.5,7,positivo,2015
Q0SRG,Cell Phone Waiting Lot - TPA,5302 Economy Parking Rd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'False'}","Parking, Automotive, Hotels & Travel, Airports",4.5,51,positivo,2015
JNMB9,Cigar City Brewing,4100 George J Bean Pkwy,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'NoiseLevel': ""u'average'"", 'ByAppointmentOnly': 'False', 'DogsAllowed': 'False', 'BikeParking': 'False', 'GoodForKids': 'False'}","Cuban, Food, Airports, Restaurants, Breweries, Hotels & Travel, Tours",3,164,positivo,2015
LISIV,Country Inn & Suites by Radisson,8109 Benjamin Rd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False'}","Hotels, Event Planning & Services, Airports, Hotels & Travel",3,47,positivo,2015
GROI5,Dan The Cab Man,4808 N Hale Ave,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,"33602, 33611, 33647",27.9516896,-82.4587527,Florida,"{'WiFi': ""u'no'""}","Professional Services, Hotels & Travel, Town Car Service, Taxis, Transportation, Limos, Airport Shuttles, Local Services",4.5,45,positivo,2015
VOYVB,Dayton Andrews Chrysler Jeep Dodge - Clearwater,2388 Gulf To Bay Blvd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,"33755, 33756, 33759",27.9655722,-82.7958948,Florida,{'BusinessAcceptsCreditCards': 'True'},"Car Rental, Auto Repair, Hotels & Travel, Car Dealers, Automotive, Auto Parts & Supplies, Body Shops",2.5,61,positivo,2015
4Y862,Dayton Andrews Dodge Chrysler Jeep Ram,2301 34th St N,vV1W,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,KOLOGC,Saint Petersburg,33701,27.7671271,-82.6384451,Florida,{'BusinessAcceptsCreditCards': 'True'},"Car Rental, Automotive, Body Shops, Hotels & Travel, Car Dealers",2,83,positivo,2015
